date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:19	145633/145633	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:26%20GMT	https://gdacres.com/assets/img/slide2.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/slide2.jpg	(from https://gdacres.com/)
14:09:20	134187/134187	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:28%20GMT	https://gdacres.com/assets/img/slide3.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/slide3.jpg	(from https://gdacres.com/)
14:09:20	136810/136810	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:40:01%20GMT	https://gdacres.com/assets/img/home3/2.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/home3/2.jpg	(from https://gdacres.com/)
14:09:20	158439/158439	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:51%20GMT	https://gdacres.com/assets/img/slide1.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/slide1.jpg	(from https://gdacres.com/)
14:09:21	89323/89323	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:22%20GMT	https://gdacres.com/assets/img/map.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/map.jpg	(from https://gdacres.com/)
14:09:22	137455/137455	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:40:09%20GMT	https://gdacres.com/assets/img/house/gdhills-plot-comp.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/house/gdhills-plot-comp.jpg	(from https://gdacres.com/)
14:09:22	133299/133299	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:18%20GMT	https://gdacres.com/assets/img/gd-hills.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/gd-hills.jpg	(from https://gdacres.com/)
14:09:23	260718/260718	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:40:10%20GMT	https://gdacres.com/assets/img/house/plot-l.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/house/plot-l.jpg	(from https://gdacres.com/)
14:09:24	62295/62295	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:32%20GMT	https://gdacres.com/assets/img/sold1.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/sold1.jpg	(from https://gdacres.com/)
14:09:24	93486/93486	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:30%20GMT	https://gdacres.com/assets/img/sold%202.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/sold%202.jpg	(from https://gdacres.com/)
14:09:24	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:37:51%20GMT	https://gdacres.com/index-2.html	D:/w/gdacre_march31/gdacres.com/index-2.html	(from https://gdacres.com/)
14:09:24	87532/87532	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:44%20GMT	https://gdacres.com/assets/js/jquery.min.js	D:/w/gdacre_march31/gdacres.com/assets/js/jquery.min.js	(from https://gdacres.com/)
14:09:24	80672/80672	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:39%20GMT	https://gdacres.com/assets/js/bootstrap.bundle.min.js	D:/w/gdacre_march31/gdacres.com/assets/js/bootstrap.bundle.min.js	(from https://gdacres.com/)
14:09:25	5931/5931	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:46%20GMT	https://gdacres.com/assets/js/meanmenu.js	D:/w/gdacre_march31/gdacres.com/assets/js/meanmenu.js	(from https://gdacres.com/)
14:09:25	44342/44342	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:47%20GMT	https://gdacres.com/assets/js/owl.carousel.min.js	D:/w/gdacre_march31/gdacres.com/assets/js/owl.carousel.min.js	(from https://gdacres.com/)
14:09:25	3464/3464	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:40%20GMT	https://gdacres.com/assets/js/carousel-thumbs.js	D:/w/gdacre_march31/gdacres.com/assets/js/carousel-thumbs.js	(from https://gdacres.com/)
14:09:26	8155/8155	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:49%20GMT	https://gdacres.com/assets/js/wow.min.js	D:/w/gdacre_march31/gdacres.com/assets/js/wow.min.js	(from https://gdacres.com/)
14:09:26	7729/7729	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:43%20GMT	https://gdacres.com/assets/js/form-validator.min.js	D:/w/gdacre_march31/gdacres.com/assets/js/form-validator.min.js	(from https://gdacres.com/)
14:09:27	10497/10497	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Jan%202025%2011:39:41%20GMT	https://gdacres.com/assets/js/custom.js	D:/w/gdacre_march31/gdacres.com/assets/js/custom.js	(from https://gdacres.com/)
14:09:27	52095/52095	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:38:05%20GMT	https://gdacres.com/index.html	D:/w/gdacre_march31/gdacres.com/index-3.html	(from https://gdacres.com/assets/css/bootstrap.min.css)
14:09:28	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:38:10%20GMT	https://gdacres.com/assets/css/owl.video.play.html	D:/w/gdacre_march31/gdacres.com/assets/css/owl.video.play.html	(from https://gdacres.com/assets/css/owl.carousel.min.css)
14:09:28	18034/18034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202025%2011:39:09%20GMT	https://gdacres.com/assets/fonts/Flaticon.eot	D:/w/gdacre_march31/gdacres.com/assets/fonts/Flaticon.eot	(from https://gdacres.com/assets/fonts/flaticon.css)
14:09:28	18034/18034	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202025%2011:39:13%20GMT	https://gdacres.com/assets/fonts/Flaticond41d.eot?	D:/w/gdacre_march31/gdacres.com/assets/fonts/Flaticond41dd41d.eot	(from https://gdacres.com/assets/fonts/flaticon.css)
14:09:28	9336/9336	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Jan%202025%2011:39:13%20GMT	https://gdacres.com/assets/fonts/Flaticon.woff2	D:/w/gdacre_march31/gdacres.com/assets/fonts/Flaticon.woff2	(from https://gdacres.com/assets/fonts/flaticon.css)
14:09:29	10932/10932	---M--	200	added ('OK')	font/woff	date:Wed,%2029%20Jan%202025%2011:39:12%20GMT	https://gdacres.com/assets/fonts/Flaticon.woff	D:/w/gdacre_march31/gdacres.com/assets/fonts/Flaticon.woff	(from https://gdacres.com/assets/fonts/flaticon.css)
14:09:29	17856/17856	---M--	200	added ('OK')	font/ttf	date:Wed,%2029%20Jan%202025%2011:39:10%20GMT	https://gdacres.com/assets/fonts/Flaticon.ttf	D:/w/gdacre_march31/gdacres.com/assets/fonts/Flaticon.ttf	(from https://gdacres.com/assets/fonts/flaticon.css)
14:09:30	112833/112833	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202025%2011:39:11%20GMT	https://gdacres.com/assets/fonts/Flaticon.svg	D:/w/gdacre_march31/gdacres.com/assets/fonts/Flaticon.svg	(from https://gdacres.com/assets/fonts/flaticon.css)
14:09:31	389680/389680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2029%20Jan%202025%2011:38:20%20GMT	https://gdacres.com/assets/fonts/boxicons.eot	D:/w/gdacre_march31/gdacres.com/assets/fonts/boxicons.eot	(from https://gdacres.com/assets/css/boxicons.min.css)
14:09:32	114992/114992	---M--	200	added ('OK')	font/woff2	date:Wed,%2029%20Jan%202025%2011:38:29%20GMT	https://gdacres.com/assets/fonts/boxicons.woff2	D:/w/gdacre_march31/gdacres.com/assets/fonts/boxicons.woff2	(from https://gdacres.com/assets/css/boxicons.min.css)
14:09:32	308768/308768	---M--	200	added ('OK')	font/woff	date:Wed,%2029%20Jan%202025%2011:38:27%20GMT	https://gdacres.com/assets/fonts/boxicons.woff	D:/w/gdacre_march31/gdacres.com/assets/fonts/boxicons.woff	(from https://gdacres.com/assets/css/boxicons.min.css)
14:09:33	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:39:56%20GMT	https://gdacres.com/assets/img/home2/3.html	D:/w/gdacre_march31/gdacres.com/assets/img/home2/3.html	(from https://gdacres.com/assets/css/style.css)
14:09:33	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:39:55%20GMT	https://gdacres.com/assets/img/home2/2.html	D:/w/gdacre_march31/gdacres.com/assets/img/home2/2.html	(from https://gdacres.com/assets/css/style.css)
14:09:34	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:39:55%20GMT	https://gdacres.com/assets/img/home2/1.html	D:/w/gdacre_march31/gdacres.com/assets/img/home2/1.html	(from https://gdacres.com/assets/css/style.css)
14:09:34	1194767/1194767	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2029%20Jan%202025%2011:38:36%20GMT	https://gdacres.com/assets/fonts/boxiconsd41d.svg?	D:/w/gdacre_march31/gdacres.com/assets/fonts/boxiconsd41dd41d.svg	(from https://gdacres.com/assets/css/boxicons.min.css)
14:09:34	79896/79896	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202025%2011:40:04%20GMT	https://gdacres.com/assets/img/home3/shape.png	D:/w/gdacre_march31/gdacres.com/assets/img/home3/shape.png	(from https://gdacres.com/assets/css/style.css)
14:09:34	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:14%20GMT	https://gdacres.com/assets/img/inner-banner/1.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/1.html	(from https://gdacres.com/assets/css/style.css)
14:09:34	308692/308692	---M--	200	added ('OK')	font/ttf	date:Wed,%2029%20Jan%202025%2011:38:23%20GMT	https://gdacres.com/assets/fonts/boxicons.ttf	D:/w/gdacre_march31/gdacres.com/assets/fonts/boxicons.ttf	(from https://gdacres.com/assets/css/boxicons.min.css)
14:09:34	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:16%20GMT	https://gdacres.com/assets/img/inner-banner/2.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/2.html	(from https://gdacres.com/assets/css/style.css)
14:09:35	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:16%20GMT	https://gdacres.com/assets/img/inner-banner/3.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/3.html	(from https://gdacres.com/assets/css/style.css)
14:09:35	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:17%20GMT	https://gdacres.com/assets/img/inner-banner/4.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/4.html	(from https://gdacres.com/assets/css/style.css)
14:09:35	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:18%20GMT	https://gdacres.com/assets/img/inner-banner/5.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/5.html	(from https://gdacres.com/assets/css/style.css)
14:09:36	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:19%20GMT	https://gdacres.com/assets/img/inner-banner/6.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/6.html	(from https://gdacres.com/assets/css/style.css)
14:09:36	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:19%20GMT	https://gdacres.com/assets/img/inner-banner/7.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/7.html	(from https://gdacres.com/assets/css/style.css)
14:09:36	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:20%20GMT	https://gdacres.com/assets/img/inner-banner/8.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/8.html	(from https://gdacres.com/assets/css/style.css)
14:09:37	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:20%20GMT	https://gdacres.com/assets/img/inner-banner/9.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/9.html	(from https://gdacres.com/assets/css/style.css)
14:09:37	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:14%20GMT	https://gdacres.com/assets/img/inner-banner/10.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/10.html	(from https://gdacres.com/assets/css/style.css)
14:09:37	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:15%20GMT	https://gdacres.com/assets/img/inner-banner/11.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/11.html	(from https://gdacres.com/assets/css/style.css)
14:09:38	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:15%20GMT	https://gdacres.com/assets/img/inner-banner/12.html	D:/w/gdacre_march31/gdacres.com/assets/img/inner-banner/12.html	(from https://gdacres.com/assets/css/style.css)
14:09:38	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:24%20GMT	https://gdacres.com/assets/img/project/bg-1.html	D:/w/gdacre_march31/gdacres.com/assets/img/project/bg-1.html	(from https://gdacres.com/assets/css/style.css)
14:09:38	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:25%20GMT	https://gdacres.com/assets/img/project/bg-2.html	D:/w/gdacre_march31/gdacres.com/assets/img/project/bg-2.html	(from https://gdacres.com/assets/css/style.css)
14:09:38	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:28%20GMT	https://gdacres.com/assets/img/project-details/shape.html	D:/w/gdacre_march31/gdacres.com/assets/img/project-details/shape.html	(from https://gdacres.com/assets/css/style.css)
14:09:39	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:27%20GMT	https://gdacres.com/assets/img/project-details/shape2.html	D:/w/gdacre_march31/gdacres.com/assets/img/project-details/shape2.html	(from https://gdacres.com/assets/css/style.css)
14:09:39	3656/3656	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202025%2011:39:19%20GMT	https://gdacres.com/assets/img/half-circle.png	D:/w/gdacre_march31/gdacres.com/assets/img/half-circle.png	(from https://gdacres.com/assets/css/style.css)
14:09:39	6887/6887	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:20%20GMT	https://gdacres.com/assets/img/innovation-bg.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/innovation-bg.jpg	(from https://gdacres.com/assets/css/style.css)
14:09:40	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:40:36%20GMT	https://gdacres.com/assets/img/team/shape.html	D:/w/gdacre_march31/gdacres.com/assets/img/team/shape.html	(from https://gdacres.com/assets/css/style.css)
14:09:42	177648/177648	---M--	200	added ('OK')	image/png	date:Wed,%2029%20Jan%202025%2011:39:16%20GMT	https://gdacres.com/assets/img/counter-shape.png	D:/w/gdacre_march31/gdacres.com/assets/img/counter-shape.png	(from https://gdacres.com/assets/css/style.css)
14:09:42	154409/154409	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:53%20GMT	https://gdacres.com/assets/img/apartment/apartment-bg.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/apartment/apartment-bg.jpg	(from https://gdacres.com/assets/css/style.css)
14:09:43	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:39:15%20GMT	https://gdacres.com/assets/img/contact-bg.html	D:/w/gdacre_march31/gdacres.com/assets/img/contact-bg.html	(from https://gdacres.com/assets/css/style.css)
14:09:43	136020/136020	---M--	200	added ('OK')	image/jpeg	date:Wed,%2029%20Jan%202025%2011:39:17%20GMT	https://gdacres.com/assets/img/footer-bg.jpg	D:/w/gdacre_march31/gdacres.com/assets/img/footer-bg.jpg	(from https://gdacres.com/assets/css/style.css)
14:09:43	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:39:22%20GMT	https://gdacres.com/assets/img/night.html	D:/w/gdacre_march31/gdacres.com/assets/img/night.html	(from https://gdacres.com/assets/css/theme-dark.css)
14:09:44	1249/1249	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Jan%202025%2011:39:34%20GMT	https://gdacres.com/assets/img/sunny.html	D:/w/gdacre_march31/gdacres.com/assets/img/sunny.html	(from https://gdacres.com/assets/css/theme-dark.css)
